"GeoFips","GeoName","LineCode","Description","2012:Q1","2012:Q2","2012:Q3","2012:Q4","2013:Q1","2013:Q2","2013:Q3","2013:Q4","2014:Q1","2014:Q2","2014:Q3","2014:Q4","2015:Q1","2015:Q2","2015:Q3","2015:Q4","2016:Q1","2016:Q2","2016:Q3","2016:Q4","2017:Q1","2017:Q2","2017:Q3","2017:Q4","2018:Q1","2018:Q2","2018:Q3","2018:Q4","2019:Q1","2019:Q2","2019:Q3","2019:Q4","2020:Q1","2020:Q2","2020:Q3","2020:Q4","2021:Q1","2021:Q2","2021:Q3"
"35000","New Mexico","3","Per capita personal income (dollars) 2/",35586,35939,35564,36062,35003,35114,35130,35384,36275,37026,37623,38233,37978,38205,38191,38414,38591,38943,39000,39078,39227,39376,39680,40042,40649,41048,41593,41939,42526,42832,43367,43697,44358,48891,46584,45464,52446,48106,48460
"36000","New York","1","Personal income (millions of dollars, seasonally adjusted)",1027687.4,1043921.4,1041263.1,1083760.9,1047410.0,1060933.2,1066428.8,1073769.7,1084611.5,1095437.4,1113591.3,1129991.1,1136530.9,1153767.5,1164710.0,1163883.0,1184243.9,1187723.4,1194432.9,1211738.3,1247405.2,1263338.0,1276561.6,1304307.0,1299903.9,1313329.3,1324599.5,1327926.8,1346981.4,1361620.4,1363740.6,1373548.3,1383664.6,1496266.9,1468978.1,1411288.3,1575202.6,1495985.7,1500641.7
"36000","New York","2","Population (midperiod, persons) 1/",19549806,19565103,19584992,19602725,19610887,19619596,19632273,19642985,19646738,19650158,19657917,19663546,19659924,19656936,19657547,19655520,19646609,19638552,19634234,19627857,19613579,19598703,19590730,19582207,19565020,19549683,19536983,19520436,19495816,19472633,19453075,19430593,19398857,19358910,19320970,19287180,19247975,19210236,19177076
"36000","New York","3","Per capita personal income (dollars) 2/",52568,53356,53166,55286,53410,54075,54320,54664,55206,55747,56648,57466,57810,58695,59250,59214,60277,60479,60834,61736,63599,64460,65162,66607,66440,67179,67800,68028,69091,69925,70104,70690,71327,77291,76030,73172,81837,77874,78252
"37000","North Carolina","1","Personal income (millions of dollars, seasonally adjusted)",374275.6,379253.6,379824.7,387288.3,374430.5,375059.2,376443.3,379636.6,389203.3,395281.1,401312.0,406601.7,413672.9,417434.5,421721.7,424508.0,428373.2,429746.0,433271.4,439114.2,445910.5,450546.4,454744.4,461189.5,466264.4,472576.8,477717.4,485374.7,494553.0,498483.2,501559.9,507391.3,514526.8,555556.5,532470.8,530523.2,607087.6,563818.1,571105.1
"37000","North Carolina","2","Population (midperiod, persons) 1/",9718496,9740207,9765593,9791437,9812681,9834542,9859203,9883809,9904934,9925984,9951699,9978858,10001505,10024663,10054163,10086858,10116084,10145873,10177534,10208036,10234611,10261116,10291739,10322525,10348855,10376447,10406637,10435974,10461063,10487194,10516638,10545919,10570086,10590996,10614498,10640407,10661149,10683292,10709469
"37000","North Carolina","3","Per capita personal income (dollars) 2/",38512,38937,38894,39554,38158,38137,38182,38410,39294,39823,40326,40746,41361,41641,41945,42085,42346,42357,42571,43017,43569,43908,44185,44678,45055,45543,45905,46510,47276,47533,47692,48113,48678,52456,50164,49859,56944,52776,53327
"38000","North Dakota","1","Personal income (millions of dollars, seasonally adjusted)",37911.5,39309.7,40009.8,41953.9,39037.6,39871.3,40435.5,40389.8,41621.2,42944.2,43124.8,43588.3,41951.4,41102.5,40831.0,40830.8,39680.9,39585.0,39938.5,39858.9,39897.4,40311.5,40115.0,40539.3,41759.9,42379.4,43006.0,44142.1,44150.7,43743.5,44831.6,44955.1,45649.5,49507.5,45942.8,47257.5,52063.7,50886.8,50306.2
"38000","North Dakota","2","Population (midperiod, persons) 1/",696024,700126,704985,710370,715367,720484,725161,729201,732949,736761,740967,745337,749305,753412,755706,755934,755898,755984,756286,756584,756575,756612,757257,758202,758810,759588,760614,761645,762365,763218,764091,764762,765074,765243,765601,766086,766155,766400,766936
"38000","North Dakota","3","Per capita personal income (dollars) 2/",54469,56147,56753,59059,54570,55340,55761,55389,56786,58288,58201,58481,55987,54555,54030,54014,52495,52362,52809,52683,52734,53279,52974,53468,55033,55793,56541,57956,57913,57315,58673,58783,59667,64695,60009,61687,67955,66397,65594
"39000","Ohio","1","Personal income (millions of dollars, seasonally adjusted)",464392.9,470769.4,469607.4,482045.7,474300.1,478700.9,480405.8,482948.1,488978.4,495656.8,502440.6,508502.4,512381.8,517362.5,520598.5,524964.2,524637.2,527166.0,529548.2,534927.2,541772.0,545246.7,550235.1,555837.0,561017.4,566352.4,573131.0,578563.7,582932.1,584838.9,587992.2,592946.1,600175.9,658096.2,629265.7,621387.7,705959.6,651043.6,652615.0
"39000","Ohio","2","Population (midperiod, persons) 1/",11550380,11550166,11556832,11566474,11570308,11575504,11584421,11593358,11598029,11603082,11610840,11617341,11618180,11620099,11626164,11632370,11634348,11637301,11645055,11653718,11657633,11661903,11669380,11675271,11675820,11678292,11684566,11690443,11691442,11693962,11699118,11703018,11701100,11696135,11694445,11695351,11689678,11685870,11686901
